CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,Domain Name,Parent,Customer priority,Income Level,Education Category,Full Name,Birth Year
21876,Mr.,Philip,Rubio,26-Apr-76,S,M,philip20@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Philip Rubio,1976
21968,Mr.,Jaime,Deng,04-Aug-68,S,M,jaime25@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jaime Deng,1968
21977,Mr.,Phillip,Malhotra,21-Jul-63,S,M,phillip5@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Phillip Malhotra,1963
22298,Mr.,Marcus,Williams,20-Apr-68,S,M,marcus2@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Marcus Williams,1968
18292,Mr.,Louis,Tang,09-Aug-64,S,M,louis21@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Louis Tang,1964
18733,Mr.,Rafael,Gao,23-Oct-65,S,M,rafael16@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Rafael Gao,1965
18614,Mr.,Seth,Wright,15-May-68,S,M,seth28@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Seth Wright,1968
18613,Mr.,Cody,Murphy,14-Nov-68,S,M,cody15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Cody Murphy,1968
17623,Mr.,Austin,Robinson,18-Mar-68,S,M,austin34@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Austin Robinson,1968
17322,Mr.,Derek,Beck,20-May-64,S,M,derek18@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Derek Beck,1964
19947,Mr.,Darryl,Liu,26-May-75,S,M,darryl4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Darryl Liu,1975
19612,Mr.,Marvin,Sanz,26-Feb-63,S,M,marvin20@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Marvin Sanz,1963
19613,Mr.,Ruben,Garcia,20-Sep-63,S,M,ruben16@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ruben Garcia,1963
19614,Mr.,Wyatt,Williams,04-Aug-63,S,M,wyatt2@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Wyatt Williams,1963
20231,Mr.,Kelvin,Zhou,09-Feb-65,S,M,kelvin28@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Kelvin Zhou,1965
20256,Mr.,Javier,Serrano,04-May-64,S,M,javier11@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Javier Serrano,1964
20257,Mr.,Roy,Carlson,25-Jul-64,S,M,roy38@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roy Carlson,1964
19083,Mr.,Steven,Rivera,10-Feb-75,S,M,steven26@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Steven Rivera,1975
19168,Mr.,Nathan,Kumar,19-Oct-63,S,M,nathan25@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Nathan Kumar,1963
19584,Mr.,Terrance,Sanchez,08-May-68,S,M,terrance18@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Terrance Sanchez,1968
19591,Mr.,Derek,Raji,03-Mar-64,S,M,derek19@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Derek Raji,1964
19595,Mr.,Carl,Raji,16-Mar-63,S,M,carl20@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Carl Raji,1963
19596,Mr.,Allen,Fernandez,11-May-63,S,M,allen14@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Allen Fernandez,1963
27539,Mr.,Samuel,Winston,09-Jul-68,S,M,samuel69@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Samuel Winston,1968
27709,Mr.,Clifford,Lopez,13-Apr-63,S,M,clifford15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Clifford Lopez,1963
27710,Mr.,Sean,Bailey,21-Jun-63,S,M,sean23@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Sean Bailey,1963
26605,Mr.,Brandon,Foster,27-Feb-63,S,M,brandon13@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Brandon Foster,1963
27148,Mr.,Edwin,Zhu,21-Dec-65,S,M,edwin15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Edwin Zhu,1965
28926,Mr.,Danny,Schmidt,15-May-76,S,M,danny21@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Danny Schmidt,1976
28923,Mr.,Roberto,Hernandez,07-Aug-75,S,M,roberto3@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roberto Hernandez,1975
29310,Mr.,Armando,Gutierrez,23-Oct-63,S,M,armando11@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Armando Gutierrez,1963
29308,Mr.,Phillip,Vance,13-Jul-63,S,M,phillip4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Phillip Vance,1963
29307,Mr.,Ross,Malhotra,05-Mar-63,S,M,ross4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ross Malhotra,1963
29306,Mr.,Rafael,Anand,16-Aug-63,S,M,rafael46@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Rafael Anand,1963
29300,Mr.,Joe,Madan,27-Oct-65,S,M,joe10@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Joe Madan,1965
28322,Mr.,Willie,Chen,23-Jan-64,S,M,willie3@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Willie Chen,1964
28323,Mr.,Nathan,Moore,02-Jun-63,S,M,nathan66@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Nathan Moore,1963
28719,Mr.,Neil,Vazquez,18-Apr-68,S,M,neil13@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Neil Vazquez,1968
24377,Mr.,Richard,Wood,24-Sep-68,S,M,richard58@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Richard Wood,1968
24379,Mr.,Noah,Jenkins,23-Jun-65,S,M,noah3@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Noah Jenkins,1965
24331,Mr.,Carson,Powell,09-Aug-68,S,M,carson7@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Carson Powell,1968
24471,Mr.,Ricardo,Chande,03-Jun-64,S,M,ricardo15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ricardo Chande,1964
24472,Mr.,Jake,He,23-Oct-64,S,M,jake16@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jake He,1964
24473,Mr.,Marco,Rana,26-Mar-64,S,M,marco12@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Marco Rana,1964
24475,Mr.,Gilbert,Zhou,15-Jun-63,S,M,gilbert6@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Gilbert Zhou,1963
24888,Mr.,Roy,Srini,11-Jan-75,S,M,roy9@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roy Srini,1975
24892,Mr.,Arthur,Alvarez,24-Apr-75,S,M,arthur28@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Arthur Alvarez,1975
24894,Mr.,Jaime,Jai,25-Apr-74,S,M,jaime33@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jaime Jai,1974
24887,Mr.,Micah,Sun,05-May-75,S,M,micah0@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Micah Sun,1975
24591,Mr.,Derek,Pal,11-May-74,S,M,derek11@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Derek Pal,1974
23538,Mr.,Carlos,Evans,17-Jul-63,S,M,carlos26@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Carlos Evans,1963
17320,Mr.,Alan,Zhu,24-Sep-64,S,M,alan17@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Alan Zhu,1964
23439,Mr.,Ramon,Hu,19-Jul-65,S,M,ramon18@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ramon Hu,1965
25976,Mr.,Hunter,Coleman,17-Apr-68,S,M,hunter2@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Hunter Coleman,1968
25811,Mr.,Miguel,Wright,26-Jul-76,S,M,miguel28@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Miguel Wright,1976
25214,Mr.,Roger,Chander,04-Feb-63,S,M,roger43@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roger Chander,1963
12669,Mr.,Irving,Schmidt,04-Mar-76,S,M,irving0@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Irving Schmidt,1976
12671,Mr.,Alan,Huang,11-Feb-74,S,M,alan10@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Alan Huang,1974
15607,Mr.,Ricky,Gill,22-Sep-64,S,M,ricky14@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ricky Gill,1964
15602,Mr.,Warren,Wu,18-Jan-68,S,M,warren23@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Warren Wu,1968
15224,Mr.,Pedro,Gutierrez,09-Feb-64,S,M,pedro31@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Pedro Gutierrez,1964
15221,Mr.,Troy,Arun,11-Mar-64,S,M,troy7@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Troy Arun,1964
15220,Mr.,Micah,Liu,10-Sep-64,S,M,micah14@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Micah Liu,1964
15219,Mr.,Clayton,Chen,22-Feb-65,S,M,clayton2@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Clayton Chen,1965
16180,Mr.,Kyle,Perez,22-Aug-65,S,M,kyle33@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Kyle Perez,1965
15716,Mr.,Roy,Madan,20-Jun-75,S,M,roy8@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roy Madan,1975
12337,Mr.,Dustin,Goldstein,09-Oct-75,S,M,dustin20@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Dustin Goldstein,1975
12339,Mr.,Clayton,Jai,08-Jul-76,S,M,clayton29@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Clayton Jai,1976
13618,Mr.,Jay,Raman,14-Nov-76,S,M,jay19@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jay Raman,1976
13620,Mr.,Damien,Ye,01-Feb-76,S,M,damien7@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Damien Ye,1976
13972,Mr.,Eugene,Liang,02-Apr-65,S,M,eugene21@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Eugene Liang,1965
13969,Mr.,Roy,Martinez,11-Feb-68,S,M,roy18@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Roy Martinez,1968
13970,Mr.,Pedro,Rana,17-Apr-68,S,M,pedro11@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Pedro Rana,1968
14058,Mr.,Johnny,Anand,14-Jun-65,S,M,johnny23@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Johnny Anand,1965
14315,Mr.,Carl,Chander,04-Jul-64,S,M,carl15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Carl Chander,1964
14216,Mr.,Edwin,Zheng,06-Nov-74,S,M,edwin20@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Edwin Zheng,1974
13103,Mr.,Brendan,Raji,02-Aug-63,S,M,brendan19@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Brendan Raji,1963
13104,Mr.,Gregory,Becker,12-Apr-63,S,M,gregory24@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Gregory Becker,1963
15121,Mr.,Brendan,Andersen,17-Jun-76,S,M,brendan11@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Brendan Andersen,1976
13124,Mr.,Marco,Vance,01-Mar-64,S,M,marco4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Marco Vance,1964
13125,Mr.,Alejandro,Hu,08-Jul-64,S,M,alejandro23@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Alejandro Hu,1964
13127,Mr.,Shane,Fernandez,10-Dec-64,S,M,shane18@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Shane Fernandez,1964
16609,Mr.,Gary,Jimenez,13-Aug-74,S,M,gary16@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Gary Jimenez,1974
17007,Mr.,Samuel,Hayes,21-Jun-68,S,M,samuel22@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Samuel Hayes,1968
17008,Mr.,Connor,Turner,28-Apr-68,S,M,connor34@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Connor Turner,1968
17068,Mr.,Thomas,Smith,02-Sep-68,S,M,thomas60@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Thomas Smith,1968
16700,Mr.,Billy,Gill,21-Jun-63,S,M,billy15@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Billy Gill,1963
17235,Mr.,Joshua,Jackson,13-Oct-74,S,M,joshua13@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Joshua Jackson,1974
11451,Mr.,Ruben,Muñoz,09-Nov-74,S,M,ruben30@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ruben Muñoz,1974
17300,Mr.,Ivan,Sai,20-Jan-65,S,M,ivan4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ivan Sai,1965
17298,Mr.,Lucas,Peterson,16-May-68,S,M,lucas77@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Lucas Peterson,1968
17297,Mr.,Tommy,Kumar,27-Apr-68,S,M,tommy4@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Tommy Kumar,1968
11009,Mr.,Shannon,Carlson,01-Apr-64,S,M,shannon38@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Shannon Carlson,1964
12004,Mr.,Jarrod,Suri,20-Dec-63,S,M,jarrod0@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jarrod Suri,1963
11106,Mr.,Jessie,Liu,11-Sep-64,S,M,jessie9@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jessie Liu,1964
11109,Mr.,Ruben,Kapoor,05-Nov-63,S,M,ruben1@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Ruben Kapoor,1963
11916,Mr.,Joe,Rana,07-Sep-65,S,M,joe14@adventure-works.com,70000,0,Bachelors,Professional,N,Adventure      Works,No,Standard,Average,Undergrad,Mr. Joe Rana,1965
21214,Mr.,Corey,She,01-Apr-64,S,M,corey0@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Corey She,1964
21211,Mr.,Louis,He,12-May-64,S,M,louis13@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Louis He,1964
20603,Mr.,Henry,Sullivan,03-Jan-76,S,M,henry14@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Henry Sullivan,1976
22840,Mr.,Dominic,Sullivan,10-Apr-76,S,M,dominic13@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Dominic Sullivan,1976
22841,Mr.,Douglas,Martinez,19-Aug-76,S,M,douglas21@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Douglas Martinez,1976
21987,Mr.,Theodore,Dominguez,04-Dec-65,S,M,theodore13@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Theodore Dominguez,1965
19953,Mr.,Darrell,Lal,23-Feb-74,S,M,darrell17@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Darrell Lal,1974
19607,Mr.,Troy,Subram,21-Feb-65,S,M,troy14@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Troy Subram,1965
19088,Mr.,Rafael,Kumar,02-Nov-74,S,M,rafael31@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Rafael Kumar,1974
19586,Mr.,Alvin,Sharma,06-Jun-68,S,M,alvin32@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Alvin Sharma,1968
27343,Mr.,Dale,Nath,10-Apr-75,S,M,dale16@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Dale Nath,1975
27344,Mr.,Hector,Sanz,16-Sep-74,S,M,hector18@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Hector Sanz,1974
27689,Mr.,Seth,Walker,16-May-63,S,M,seth22@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Seth Walker,1963
26967,Mr.,Edwin,Li,14-Apr-68,S,M,edwin3@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Edwin Li,1968
29309,Mr.,Rodney,Navarro,01-Apr-63,S,M,rodney6@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Rodney Navarro,1963
29289,Mr.,Devon,Raje,27-Aug-64,S,M,devon11@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Devon Raje,1964
29303,Mr.,Arturo,Pal,22-Jul-64,S,M,arturo37@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Arturo Pal,1964
26423,Mr.,Hector,Gutierrez,05-Nov-75,S,M,hector9@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Hector Gutierrez,1975
24381,Mr.,Danny,Serrano,14-May-65,S,M,danny17@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Danny Serrano,1965
24458,Mr.,Frederick,Rodriguez,21-Jun-63,S,M,frederick16@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Frederick Rodriguez,1963
24586,Mr.,Jerry,Luo,20-Oct-75,S,M,jerry6@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jerry Luo,1975
23539,Mr.,Darren,Munoz,04-Jan-63,S,M,darren29@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Darren Munoz,1963
23432,Mr.,Jordan,Roberts,10-Oct-68,S,M,jordan58@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jordan Roberts,1968
26033,Mr.,Danny,Vazquez,13-Jul-65,S,M,danny15@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Danny Vazquez,1965
26422,Mr.,Pedro,Suri,03-Sep-75,S,M,pedro0@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Pedro Suri,1975
26133,Mr.,Jesse,Hall,11-Jul-63,S,M,jesse46@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Jesse Hall,1963
25226,Mr.,Robert,Kumar,09-Nov-65,S,M,robert40@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Robert Kumar,1965
25228,Mr.,Brad,Ashe,14-Oct-64,S,M,brad23@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Brad Ashe,1964
15227,Mr.,Harold,Malhotra,15-Jun-63,S,M,harold2@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Harold Malhotra,1963
15218,Mr.,Willie,Johnsen,06-Sep-65,S,M,willie30@adventure-works.com,70000,0,Bachelors,Professional,Y,Adventure      Works,No,Standard,Average,Undergrad,Mr. Willie Johnsen,1965
